"","submission_id","age","comments","education","experiment_duration","experiment_end_time","experiment_start_time","gender","metaphor","speaker","languages","prolific_pid","prolific_session_id","prolific_study_id","solution","reliability","affiliation"
"100",5387,44,"Thank you!","Higher degree",249410,1679479660868,1679479411458,"male","beast","reliable","English","5fed41e3e14422f5e308c6e5","641ad26c3c8ef54500767505","6419aa88c17f2fd3af1504ac","Addison needs to encourage its people to go to church. They need instruction on how to live right. They need to teach their children how to be loving, kind, generous, honest, respectful, good, and how to have self-control. There is no law against having these qualities. These people need to learn to be content in all circumstances and how to look after the needs of their neighbor as much as their own needs. ","6","Republican"
"101",5388,62,"","Graduated College",131528,1679479670693,1679479539165,"female","virus","unreliable","English","5fb275cedb8c0a857bf754e5","641ad2e7942186d12998b584","6419aa88c17f2fd3af1504ac","increase amount of police officers on the streets, arrest more people, longer jail times","4","neither"
"102",5389,28,"","Graduated High-school",106392,1679479679486,1679479573094,"male","beast","unreliable","English","5c024be169406e00014e0b8e","641ad310775e0172025b5598","6419aa88c17f2fd3af1504ac","Use stricter punishments to deter crime.","2","Democrat"
"103",5390,50,"none","Graduated College",111450,1679479686266,1679479574816,"female","beast","reliable","english","5e4a59b502b78f4a232c0cff","641ad3035aa294e2fb3b6a48","6419aa88c17f2fd3af1504ac","Do research to find out the reason for the increase in crime.Then act accordingly.","5","Democrat"
"104",5391,58,"It is expensive to deter crime.","Graduated High-school",271072,1679479692644,1679479421572,"male","virus","unreliable","english","5dd340e3e25acf34bf91032e","641ad272223537055a3c1dc0","6419aa88c17f2fd3af1504ac","Put the criminals in jails by updating and increasing the police force. Also get a neighborhood watch program started where civilians get involved with informing the police and providing video evidence of crimes for the courts. Install video cameras with high quality video capabilities in high crime areas to gather evidence against perpetrators.","5","neither"
"105",5393,68,"","Graduated College",130217,1679479727485,1679479597268,"male","virus","reliable","English","5dfb693a73d72487b1fe495b","641ad3235b38b518c4f554ef","6419aa88c17f2fd3af1504ac","Get more police presents in the neighborhoods experiencing the crime.","4","Democrat"
"106",5408,27,"I have no additional comments to add at this time.","Graduated College",82805,1679479990484,1679479907679,"female","virus","unreliable","English","5f4d2345633ed299896c6983","641ad45fbd48754a6b0e9fdf","6419aa88c17f2fd3af1504ac","I think that Addison needs to acknowledge the rates of its crimes and properly train and deploy police units around the neighborhoods in order to discourage further crime.","5","Democrat"
"107",5410,38,"None","Graduated College",70712,1679480023593,1679479952881,"male","beast","unreliable","English","6361795b5918b185b6bd13fe","641ad4882418b35a489a8a8a","6419aa88c17f2fd3af1504ac","I think it needs to be tougher on crime or get more police. ","5","Republican"
"108",5392,66,"","Higher degree",564655,1679479719095,1679479154440,"male","beast","reliable","english","6406695d0e9785189e01f99a","641ad148b1215aee459a8aa8","6419aa88c17f2fd3af1504ac","the government and the security agencies need to make strick laws that can reduse the crime immediatly. the can also declear a stete of emergency at rhe moment. ","6","neither"
"109",5394,29,"","Higher degree",634316,1679479733565,1679479099249,"male","virus","reliable","English","63d14e0eb3f244e8d5f88f48","641ad122670bf6800d0d12d6","6419aa88c17f2fd3af1504ac","Addison needs to do a lot to arrest and change the situation. First, the security of the city needs to massively increase, welfare and quality of living must increase and the need to be a sharp decrease on inflation.","6","Democrat"
"110",5395,26,"","Graduated High-school",133433,1679479734424,1679479600991,"male","beast","reliable","english","5a9067894eecca0001dd1427","641ad3325b38b518c4f554f1","6419aa88c17f2fd3af1504ac","People should have more security cameras and locks in their homes. Maybe  they should have something to defend themselves with as well.","4","Democrat"
"111",5396,67,"","Graduated College",107244,1679479742359,1679479635115,"male","virus","unreliable","English","6135dd3307f6e86bcbc33a0d","641ad34a6ae5094090c1dc3b","6419aa88c17f2fd3af1504ac","1.  Allow open carry so citizens can fight back.
2.  Enforce current laws, including jail time.","5","Republican"
"112",5397,28,"Non","Graduated College",229380,1679479772784,1679479543404,"male","virus","reliable","English","6172cf92f2ea6613f717abb6","641ad2501a0787749b642068","6419aa88c17f2fd3af1504ac","Increase surveillance to deter criminals ","4","Democrat"
"113",5398,58,"","Graduated High-school",113290,1679479772984,1679479659694,"male","virus","unreliable","english","63eb13f36c0fe9ba20d45234","641ad364a3d78fa443767511","6419aa88c17f2fd3af1504ac","Hire more cops. Citizens need to start neighborhood watches.","6","Republican"
"114",5399,24,"No comments.","Graduated College",87505,1679479817689,1679479730185,"male","beast","unreliable","English","62b29802f626d80a1caed506","641ad2e2adffe9525921667f","6419aa88c17f2fd3af1504ac","Go and protest in front of the police station to have them enforce the laws better.","3","Republican"
"115",5404,58,"","Graduated High-school",234321,1679479860374,1679479626053,"female","virus","unreliable","English","63b3bd5727ce7b3fa0b424c3","641ad34346a1d8a812c91ce9","6419aa88c17f2fd3af1504ac","I think Addison needs to increase the police presense on the streets, but also do more to prevent crime. A gun buyback would be a good idea. Also, some social programs to help at risk youth would help reduce the number of criminals. This could be paid for by a slight increase in taxes.","3","Democrat"
"116",5400,21,"","Graduated High-school",70969,1679479825400,1679479754431,"male","virus","reliable","English","6361c30e6cce2905491c97de","641ad3c753e6939f2a88c7d9","6419aa88c17f2fd3af1504ac","Have a genuine need to care for people.","4","neither"
"117",5401,38,"","Graduated College",94088,1679479832556,1679479738468,"male","virus","unreliable","English ","5a655fecc0d836000107cb9f","641ad3a302c941ca6225cfae","6419aa88c17f2fd3af1504ac","Increase policing to prevent violent crimes.","4","Republican"
"118",5403,26,"","Did not graduate High-school",68643,1679479858583,1679479789940,"other","virus","unreliable","English","5d464c8a4bfe160001692125","641ad3def040ad224a3fe710","6419aa88c17f2fd3af1504ac","Pressure the municipal government to direct more funding to public services and away from militarizing police, which has been shown to reduce crime","2","neither"
"119",5417,50,"","Graduated College",87091,1679480113084,1679480025993,"female","virus","unreliable","English","5e87206614560f0118569c49","641ad4d2e39772a5363fe749","6419aa88c17f2fd3af1504ac","Reinforce its police force by hiring more officers to patrol areas in the city.","5","neither"
"120",5421,42,"","Graduated High-school",58684,1679480176247,1679480117563,"male","beast","reliable","English","59c266758e6ea10001f7b6d1","641ad52a0d103b1b5cb2131e","6419aa88c17f2fd3af1504ac","I think they need to get the citizens involved and have a trusting relationship with the citizens and the police","6","Democrat"
"121",5402,33,"","Graduated College",32927,1679479852868,1679479819941,"male","virus","unreliable","english","63ea46075f02079802ef6c87","641ad3c6b0087b505c50e02f","6419aa88c17f2fd3af1504ac","Neighborhoodwatch. More reform programs","4","neither"
"122",5422,28,"This is a very interesting survey","Graduated College",167457,1679480182264,1679480014807,"male","beast","reliable","","632a385defc440ca225a32b4","641ad4c13d62d195d8019206","6419aa88c17f2fd3af1504ac","Addison needs to beef up security in the area and also met out harsher punishment to those who commit the crimes to deter others from doing same. ","6","Democrat"
"123",5432,58,"All went well","Graduated College",58733,1679480376235,1679480317502,"female","beast","unreliable","English","63c3068bd61c16717eeea2e5","641ad5f1a3a2695f79cf2661","6419aa88c17f2fd3af1504ac","They need to create more jobs for people.","5","Democrat"
"124",5458,33,"","Graduated College",46856,1679480713091,1679480666235,"male","virus","unreliable","English","56e60e39f7957b000b18e37b","641ad671fd6323e92e40805a","6419aa88c17f2fd3af1504ac","Addison needs to vote in the right people into public office to change the policy that will result in better crime control.","4","Republican"
"125",5405,37,"","Graduated High-school",104600,1679479889793,1679479785193,"male","virus","reliable","english","5ff591cba89e1b000bfb9852","641ad3e371d820379540802c","6419aa88c17f2fd3af1504ac","More police","4","Republican"
"126",5419,62,"","Graduated College",137778,1679480133562,1679479995784,"female","beast","reliable","english","614fca8245a450546842e487","641ad4ad55cd4a0249d679e0","6419aa88c17f2fd3af1504ac","Do a study to find out what is the cause of the rise in crime and find out what has worked in other cities to reduce crime","2","Democrat"
"127",5426,31,"","Higher degree",95564,1679480260496,1679480164932,"female","beast","unreliable","english","5b5b455d8fb47700015830b7","641ad4e68dd21e629485b2e4","6419aa88c17f2fd3af1504ac","Addison sounds like it may need some anger management courses or a be kind program. This man sounds disgruntled and looks drunk. Maybe more programs for alcohol abuse. ","1","Democrat"
"128",5437,42,"","Graduated College",53378,1679480411672,1679480358294,"male","virus","unreliable","English ","632da1ab849adc4ff9b8afd9","641ad61ef65f13a9a27be5f6","6419aa88c17f2fd3af1504ac","Need to set up neighborhood watch cameras","6","Republican"
"129",5462,33,"","Graduated High-school",45951,1679480736388,1679480690437,"male","virus","reliable","english","631797089a0a1ee579573eb9","641ad7663838624f7125cfa0","6419aa88c17f2fd3af1504ac","hire more cops","4","neither"
"130",5406,48,"Everything worked great. Thank you and good luck!","Graduated High-school",135447,1679479897537,1679479762090,"male","beast","unreliable","emglish","61705235c277934df17055e6","641ad3cb0563d7ab9c23d2cb","6419aa88c17f2fd3af1504ac","Add more police force to the city.","4","Democrat"
"131",5407,31,"","Graduated High-school",72782,1679479909381,1679479836599,"male","virus","unreliable","English","615567110b3d6e418c6add32","641ad41029b73c92c1fd6140","6419aa88c17f2fd3af1504ac","more policing and harsher sentencing","2","Republican"
"132",5409,40,NA,"Graduated College",86478,1679480014787,1679479928309,"female","virus","reliable","English","5beccd423b6489000156596f","641ad473e0745eba29a7902d","6419aa88c17f2fd3af1504ac","Determine the root cause of why people are committing crime and fix that.","6","Democrat"
"133",5423,50,"","Graduated College",50185,1679480195036,1679480144851,"male","virus","unreliable","English","63c1cdf63d7d37c94c9e8abc","641ad548c97dc3633bf390cb","6419aa88c17f2fd3af1504ac","Deploy more law enforcement.","6","Republican"
"134",5428,36,"Assessing the speaker was very difficult as I am not really sure what the cartoon character was for.","Higher degree",298342,1679480313751,1679480015409,"male","virus","unreliable","English","5d62886927a84f00010fbbb4","641ad4cbf04dad33c125cf66","6419aa88c17f2fd3af1504ac","Increase police funding which will allow an increase in patrols decreasing crime hopefully. Increase penalties assessed to criminals, specifically have penalties on the more severe side of the sentencing ranges to discourage would-be criminals. Prosecute more minor crimes that they potentially were releasing for in the past. Tighten gun laws in the city if that is what the violent crime is referring to. Overall just examine what has changed in terms of policing and sentencing compared to 3-4 years ago and try to adjust and re-create 2018.","3","Democrat"
"135",5411,1818,"","Did not graduate High-school",82543,1679480033305,1679479950762,"male","beast","reliable","English","62f20c2e4032c85e3fe9c2cc","641ad4886a2d84f18fa79056","6419aa88c17f2fd3af1504ac","They need to figure out the exact crimes and how to combat them, like for example things such as stolen property or home invasions.","6","neither"
"136",5415,48,"This is a very concise survey","Graduated College",92261,1679480087839,1679479995578,"male","beast","reliable","English","637d66726deca3adc9d0081c","641ad4b1e342459bc09a8a47","6419aa88c17f2fd3af1504ac","Addison needs to increase police and security patrol in and around the city to guard against crime ","5","Democrat"
"137",5416,31,"","Graduated High-school",135710,1679480099274,1679479963564,"female","beast","unreliable","english","63cefeff620af13498f0b730","641ad496bb9f9115636dffbe","6419aa88c17f2fd3af1504ac","It's impossible to say without any type of true background information. I definitely do not believe the police force should be funded though if that's what this is getting at. I believe the money needs to be invested in community programs.","4","Democrat"
"138",5420,33,"","Higher degree",88488,1679480136627,1679480048139,"female","beast","reliable","english","615085e1473e6bb28212e205","641ad4e75921d0a8083ce03f","6419aa88c17f2fd3af1504ac","Create a universal basic income program for the city so that all citizens have access to enough money to live. ","2","Democrat"
"139",5412,36,"","Graduated College",171142,1679480036595,1679479865453,"male","virus","unreliable","English","63f2f1469fb6bfe8a8cef51f","641ad434f3f3870c72b212e9","6419aa88c17f2fd3af1504ac","Anything that helps with the desperation of a community will help crime. Fund and build schools and vocation centers, provide open and aesthetic public spaces, implement a citizen's dividend, or using police funding to hire and train social workers and mental health professionals are all ideas.","1","neither"
"140",5414,25,"","Graduated High-school",212081,1679480059248,1679479847167,"female","virus","reliable","English","62bddb63d7c84ff6e9c592f5","641ad41ef3b3fc189f1be29c","6419aa88c17f2fd3af1504ac","Addison should first address poverty and make sure that everyone is having their basic needs met.","2","neither"
"141",5424,66,"","Higher degree",95712,1679480221586,1679480125874,"female","beast","unreliable","English","60e5868307d715a4d1445116","641ad5354a5eb915f47982f2","6419aa88c17f2fd3af1504ac","It's a complex issue. Addison needs to study the crimes and determine root cause as a first step. ","1","neither"
"142",5442,31,"","Graduated High-school",115146,1679480484536,1679480369390,"male","beast","reliable","english","63d20ab5cc10928b0f1614e1","641ad62ac97dc3633bf390e9","6419aa88c17f2fd3af1504ac","Probably needs more police out and about enforcing the law. More awareness and communication with the public on how to report or keep yourself safe.","5","neither"
"143",5413,56,"","Graduated High-school",124988,1679480039414,1679479914426,"female","virus","reliable","English","63bfe3ecac5ad9d9ab40a643","641ad4632ef8c4d1883b6a32","6419aa88c17f2fd3af1504ac","Hire more police, let the police do their jobs, punish criminals, and look out for each other.","6","Republican"
"144",5418,30,"","Graduated High-school",90446,1679480122381,1679480031935,"male","virus","unreliable","English","5f4c4b277200c9868db9d43f","641ad4d9bc48a2862b50e028","6419aa88c17f2fd3af1504ac","Use a neighborhood watch, get to know the community to see if strangers are lurking by, carry a weapon, phone the police of suspicious activity.","4","neither"
"145",5431,32,"No comment","Graduated College",66665,1679480365023,1679480298358,"male","virus","reliable","English","630a8f9ceb0ad85d83eb887c","641ad5e5380dfca8ed88c7ce","6419aa88c17f2fd3af1504ac","They need to invest more in education and social programs to assist low income families. ","5","Democrat"
"146",5438,24,"no","Graduated College",141849,1679480414152,1679480272303,"male","virus","unreliable","English","5d6955108c4ab2001aa1b37b","641ad5c2666ad14942023e39","6419aa88c17f2fd3af1504ac","Reducing crime in a community requires a multi-pronged approach that involves a range of strategies and initiatives. Here are some potential strategies that could be effective for Addison:

Increase community engagement: Encourage community members to be involved in crime prevention by fostering relationships between residents, businesses, and local law enforcement. This could include initiatives such as community policing programs, neighborhood watch groups, and community events.

Improve lighting and security measures: Adequate lighting and security measures can help deter crime and make people feel safer. Addison could invest in improvements to street lighting, install surveillance cameras, and increase patrols in high-crime areas.

Target high-crime areas: Identifying and targeting high-crime areas can be an effective strategy to reduce crime. This could involve increased police presence, more frequent patrols, and targeted enforcement efforts.","7","Democrat"
"147",5445,33,"Jesus Loves You","Graduated High-school",120336,1679480536783,1679480416447,"male","virus","unreliable","English","64012a2623351894f2917605","641ad652780e7292b998b566","6419aa88c17f2fd3af1504ac","harsher punishments when the law is broken and have camera's","5","Republican"
"148",5425,36,"","Graduated High-school",139978,1679480252978,1679480113000,"female","virus","reliable","English","558ffe16fdf99b3f7aada34d","641ad52052ed159aa40d12f8","6419aa88c17f2fd3af1504ac","Harsher punishments for criminals. Higher fines and longer sentences for every level of crime. Also death penalty for anyone convicted of murder or rape","4","Democrat"
"149",5435,50,"","Graduated College",71111,1679480403624,1679480332513,"female","beast","unreliable","english","5edc27d98d52358eb8cb2e0f","641ad604c3c31d2de0b21332","6419aa88c17f2fd3af1504ac","Figure out why crime rate has increaded","4","neither"
"150",5452,33,"","Graduated College",86650,1679480630263,1679480543613,"female","virus","reliable","english","631268bba8ce3ebe5a415c15","641ad6d360c6195290642084","6419aa88c17f2fd3af1504ac","Addiso (Addison, Tx???) would probably need to start by increasing police patrols in problem areas, helping people and businesses increase their own personal security, and try to figure out WHY this increase is happening or what attracted crime to the area.","6","neither"
"151",5459,31,"","Higher degree",84283,1679480714418,1679480630135,"male","virus","reliable","English","63d04eb9d1bdb95639c4826d","641ad72e00e1492497f55581","6419aa88c17f2fd3af1504ac","Engage the community in ways that leads people to things other than crime","5","Democrat"
"152",5427,34,"","Graduated College",119762,1679480278061,1679480158299,"male","virus","reliable","","5de84ccaeddfc97c4eed1f5d","641ad555ca1da72126e26127","6419aa88c17f2fd3af1504ac","Have more police walking the streets, and increase the penalties for crime to act as a deterrent. ","4","neither"
"153",5472,35,"","Graduated High-school",69458,1679480905536,1679480836078,"female","virus","unreliable","English","5781c15381f331000139a89e","641ad7f51d6754879ae68687","6419aa88c17f2fd3af1504ac","It probably does need to in reality","1","neither"
"154",5484,57,"","Graduated College",161582,1679481054002,1679480892420,"female","beast","reliable","English","5bd7971b0aac450001f951aa","641ad829d69159ac8c27b3e0","6419aa88c17f2fd3af1504ac","More police in problem areas, encourage citizens to call police if they see a crime being committed","6","Democrat"
"155",5485,36,"n/a","Higher degree",145374,1679481072997,1679480927623,"male","beast","reliable","englishh","6042e45fca60cc268a21834c","641ad856915ed7f07d88c7c4","6419aa88c17f2fd3af1504ac","There are laws against crime and they should start being strictly enforced. There should be no progressive policies toward crime. Criminals should be in jail and they should stay there. Start giving the maximum sentences and do not let criminals out while they are awaiting trial.","5","Republican"
"156",5429,40,"A very brief and interesting study","Graduated College",86755,1679480344886,1679480258131,"male","beast","reliable","English","63312f0451ba56e5a520eb62","641ad5b6df45b6529a6611ef","6419aa88c17f2fd3af1504ac","Addison needs to increase and strengthen security measures to control the crime rate","4","Republican"
"157",5430,37,"","",84252,1679480359746,1679480275494,"male","beast","unreliable","English","6296290ec41bde1525dbb77e","641ad5d0d0f58ebd4aef392a","6419aa88c17f2fd3af1504ac","Become Batman and fight crime and get cool side kicks","3","Democrat"
"158",5436,29,"Crime is not a simple black and white issue that occurs for simple reasons. What is the root cause? Lack of resources? Education? Poverty conditions in the community? ","Graduated College",484776,1679480407297,1679479922521,"female","beast","unreliable","English","5f5b0f1be585c32184a4cf35","641ad46bd049843cb19fd1e1","6419aa88c17f2fd3af1504ac","Not sure because it’s not a simple issue","1","neither"
"159",5471,63,"","Graduated College",154531,1679480889959,1679480735428,"female","beast","unreliable","English","63910ada359f82b242d0518d","641ad795241d153ac06dff81","6419aa88c17f2fd3af1504ac","Work closely with law enforcement on efforts such as citizens' crime watch and research specifics on actual crimes and locations and develop strategies to reduce crime.","2","Democrat"
"160",5473,26,"","Graduated College",71183,1679480932192,1679480861009,"male","virus","reliable","english","62efb321be8874ebf8bf02b3","641ad816c7d4171563e686ca","6419aa88c17f2fd3af1504ac","Speak to their local representative and/or news station to get attention to this issue.","3","Democrat"
"161",5433,55,"none","Graduated High-school",295912,1679480388553,1679480092641,"male","beast","unreliable","English","5e1efdb3a8c111230db526ff","641ad50f7a734989d1566daf","6419aa88c17f2fd3af1504ac","The best solution Addison could put together is to gather a meeting with the neighbor who are interested fighting crime in the neighborhood and do a fight the crime march on regular basis for set of days or month to fight the crime march. This method will work and brng the crime down to almost none.","6","Republican"
"162",5440,27,"","Graduated College",62040,1679480447498,1679480385458,"female","virus","unreliable","English","62b09bc02efbcc7d0dd81f3b","641ad63b59566a645f3c9a89","6419aa88c17f2fd3af1504ac","Focus on himself","2","neither"
"163",5443,58,"GREAT CONTENT","Graduated College",465307,1679480491336,1679480026029,"male","virus","unreliable","English","630e243eed2fc276f7199fb3","641ad4b295e73bc4fcc1dc5c","6419aa88c17f2fd3af1504ac","Start a protest against it","6","Democrat"
"164",5444,54,"Thanks for the opportunity!","Graduated High-school",262203,1679480527276,1679480265073,"female","virus","unreliable","English","5ef1a79464e5837c95df3de8","641ad5bdc719cfe7ade686ed","6419aa88c17f2fd3af1504ac","First, hire more police officers to increase patrols throughout the neighborhoods. Second, get an organized Neighborhood Watch started. ","4","Democrat"
"165",5434,72,"More police, more jails.","Higher degree",141898,1679480399667,1679480257769,"male","beast","unreliable","English","5d8a1d20d1afcb0019d7390b","641ad5b72ba4bb0ff757bd36","6419aa88c17f2fd3af1504ac","Increase the police force and make more patrols in the community.  Also make sure prosecutors bring criminals to court and not let them off will little or no punishment.","2","Republican"
"166",5447,60,"","Graduated College",57254,1679480576978,1679480519724,"female","virus","reliable","English","5ec2feeb47c4471339d3b2ce","641ad6c3acd594fcc49ac54d","6419aa88c17f2fd3af1504ac","Help poor people","1","Democrat"
"167",5457,32,"I have none","Graduated College",364015,1679480711590,1679480347575,"male","beast","unreliable","English","62e1f3f870894e12168113c5","641ad60beab3f8e77023d296","6419aa88c17f2fd3af1504ac","I think that addison needs to set a curfew for the city. Also, I think the city should make example out of people with longer jail time sentences.","6","Democrat"
"168",5478,52,"","Higher degree",117653,1679481006001,1679480888348,"female","virus","reliable","English","5966aae6d9e2860001b26dc7","641ad82abd48754a6b0ea04b","6419aa88c17f2fd3af1504ac","Addison should reach out to its residents to learn about what's happening in their neighborhoods and to ask for their suggestions about how to deal with the problem. I would be hesitant to throw more police resources at the problem without learning about what's really happening. I would also recommend looking at underlying causes, such as mental health issues or poverty, and then work toward addressing those first.","3","Democrat"
"169",5439,45,"","Graduated High-school",111865,1679480219478,1679480107613,"female","virus","reliable","english","63d13f416b2c25038c13007f","641ad5eddeeedb15a188c7c8","6419aa88c17f2fd3af1504ac","Increase lighting. Increase patrols. Have residents keep their porch lights on. Encourage community watch groups","4","Democrat"
"170",5446,59,"None ","Graduated College",170056,1679480562496,1679480392440,"male","virus","reliable","English ","62fd0bc538d70b87550691f7","641ad632f04dad33c125cf89","6419aa88c17f2fd3af1504ac","Strict law and punishments for offenders ","7","Democrat"
"171",5448,36,"","Higher degree",44580,1679480590585,1679480546005,"male","beast","unreliable","punjabi","627120b98967a5dbd4922c2e","641ad6da59b975523e566d86","6419aa88c17f2fd3af1504ac","yes, crime is rising ","4","Democrat"
"172",5449,43,"","Graduated College",43130,1679480601905,1679480558775,"male","beast","reliable","english","5eb879035275547d0fcdd610","641ad6e86f1d623b860e9fe8","6419aa88c17f2fd3af1504ac","More social programs","4","neither"
"173",5464,29,"","Graduated College",33983,1679480753036,1679480719053,"male","beast","reliable","english","628feaaa86e683cdbebf98a0","641ad789c81911a5ef8d4cf9","6419aa88c17f2fd3af1504ac","Increase policing","5","neither"
"174",5441,38,"Without more context about what crimes specifically are increasing etc it's hard to make a judgement.","Graduated High-school",97085,1679480481384,1679480384299,"male","beast","reliable","English","63d13b6c6f400faae3922c44","641ad63b55076ba087e686d5","6419aa88c17f2fd3af1504ac","Increase police presence and look at what is causing the increased crime rate to work toward effective policy that helps reduce crime.","4","neither"
"175",5451,67,"","Higher degree",80038,1679480613295,1679480533257,"male","virus","unreliable","ENG","5e84f020507cd30b367b2624","641ad6cac58a0650fa0d1296","6419aa88c17f2fd3af1504ac","Understand whether it has increased, and if so why, and address accordingly.","1","neither"
"176",5453,35,"","Higher degree",235676,1679480658705,1679480423029,"female","virus","reliable","English ","5db4f0b63e33f2000dd54016","641ad65d7e0546ddfc17c2cf","6419aa88c17f2fd3af1504ac","First thing Addison needs to do is investigate the reason for the rise in crime. After that, it will be more clear what needs to be done. ","2","neither"
"177",5461,53,"","Higher degree",382910,1679480694033,1679480311123,"male","virus","reliable","English","63f3727c6e41f63c9b2a6f1f","641ad48560e37a68cac1dc64","6419aa88c17f2fd3af1504ac","Addison has to issue a curfew or quarantine to minimize the increase rate of the virus","7","Democrat"
"178",5450,42,"","Graduated High-school",67450,1679480611320,1679480543870,"male","beast","unreliable","English","5ced23c585712e00190bd98a","641ad6d50c8ec1b50ef390a9","6419aa88c17f2fd3af1504ac","Increase patrols around the city and also set up life services such as mental health check ins.  Provide support for people in need.","2","Democrat"
"179",5454,52,"","Graduated High-school",336897,1679480660043,1679480323146,"male","beast","unreliable","English","614dee533a453a96facba70b","641ad53d5aa294e2fb3b6a83","6419aa88c17f2fd3af1504ac","It seems like they may need to calm down a little bit. They probably have a lot of problems between citizens, because the attitude seems to be very negative.","1","neither"
"180",5467,41,"That was brief.","Higher degree",149804,1679480890252,1679480740448,"male","virus","unreliable","English","5dfe8e7bdc8535b21b18ea2f","641ad63c7fdb317a9564d919","6419aa88c17f2fd3af1504ac","Let's see, I'm not in public policy and have only limited information here. I suppose I'd increase the police presence and make residents more aware of the steps needed to prevent crime, such as awareness of surroundings, using caution, carrying mace, etc.","4","Democrat"
"181",5470,45,"No comments, thank you for the survey!","Graduated High-school",116012,1679480887622,1679480771610,"male","beast","reliable","English","63bd8d4ca46f8313570e6fa4","641ad7b61d6754879ae68682","6419aa88c17f2fd3af1504ac","Add the presence of more police personel.","6","neither"
"182",5455,50,"none","Graduated High-school",93672,1679480708068,1679480614396,"male","beast","reliable","english","5c6efb8565434c0001a483ec","641ad7015ba1fa1397cf2658","6419aa88c17f2fd3af1504ac","Addison needs to increase police presence in the neighborhoods that are dealing with the increased crimes.","5","neither"
"183",5456,42,"nothing I can think of.","Graduated College",99452,1679480688946,1679480589494,"male","beast","reliable","English","5e6d8c46f93a0c35d1f82335","641ad70136ceaf152b0d12e6","6419aa88c17f2fd3af1504ac","More police, well trained police.","6","neither"
"184",5466,35,"","Graduated High-school",63493,1679480773210,1679480709717,"male","beast","unreliable","English","62b1e4dfa33a3d444584c8b3","641ad781b87c657b6f566d26","6419aa88c17f2fd3af1504ac","More law enforcement presence","2","neither"
"185",5483,56,"","Graduated College",117151,1679481054116,1679480936965,"male","beast","reliable","English","5eac686d82cc012af1e953c7","641ad8612a81e3e8cb50e028","6419aa88c17f2fd3af1504ac","More police presence, increased patrols, harsher penalties.","4","Republican"
"186",5499,28,"","Graduated High-school",72890,1679481256789,1679481183899,"male","beast","reliable","English","63e51bd9b573cd46809e1d56","641ad9596a64934ef1571e6e","6419aa88c17f2fd3af1504ac","Increase police patrol and put the criminals in jail.","6","neither"
"187",5460,47,"","Graduated College",172862,1679480722615,1679480549753,"male","virus","reliable","English","5b745fb794c93d00010fc4c6","641ad6de9f140fc085ed9858","6419aa88c17f2fd3af1504ac","Have more police patrols to detect crimes and make criminals feel they're less likely to get away with them, more and better police investigations to solve crimes and have perpetrators punished for them.","3","Republican"
"188",5474,34,"","Graduated College",180933,1679480936507,1679480755574,"female","beast","reliable","English","5700616b8a49c7000d0c73ad","641ad7ac95ef7222ba57bd62","6419aa88c17f2fd3af1504ac","I doubt it. The person seems to be using too much hyperbole.","3","Democrat"
"189",5488,34,"This was an interesting study. I hope my response helps with your research! Thank you.","Graduated High-school",975993,1679481133345,1679480157352,"female","beast","unreliable","English","611c23757abaf647e15742ef","641ad5529f140fc085ed9822","6419aa88c17f2fd3af1504ac","I think Addison needs to have their police force focus on patrolling very often in the areas where the crime is prevalent. They should also have a larger police force and enforce strict punishments for offenders of violent crime. There should also be neighborhood watch in every neighborhood where crime is bad and have incentives for the citizens that participate in their neighborhood watch. There should also be incentives for any resident who reports any criminal activities they witness and create awareness with various forms of advertisements around Addison. Local businesses should also assist in reducing crime by hiring security guards where the crime is prevalent as well. Creating awareness for needed donations to the city should also help with hiring more police officers and purchasing cameras to place all over the city. Signs should be posted that make potential criminals aware that they are being recorded as well. Residents should also get free home security systems in the worst areas and having guns for their defense should be suggested along with offering them free gun safety classes. There should also be a shooting range that offers free lessons on using a firearm for self-defense. Also if a citizen is opposed to having or using Guns, there should be self-defense classes available for various fighting skills.","5","Democrat"
"190",5553,36,"N/A","Graduated College",207960,1679481824705,1679481616745,"male","beast","reliable","","631e235a33040da66ddf51a1","641adacbcbb0e9959352f603","6419aa88c17f2fd3af1504ac","Increase funding to fight crime.","4","neither"
"191",5555,37,"","Graduated College",78260,1679481837859,1679481759599,"male","virus","reliable","english","5c1053202b16ba0001c86317","641adb9c91ef7c2398d6cbf1","6419aa88c17f2fd3af1504ac","Increase opportunities for impoverished areas.","4","neither"
"192",5463,82,"Criminals are a natural segment of human social activity.","Higher degree",526304,1679480738187,1679480211883,"male","virus","unreliable","English","6151f8d17451289b4a59a6a8","641ad58dac9389f19ed679dc","6419aa88c17f2fd3af1504ac","Addison must work to make all anti-crime resources and structures are in place, fully staffed with competent workers; attend to sodial conditions like homelessness and mental health; convene multiple public meetings to discuss the issue of crime and get input from all citizens.","3","neither"
"193",5468,44,"No additional comments at this time.","Higher degree",182122,1679480802562,1679480620440,"male","virus","unreliable","English","60ec382554a4738b3985bce1","641ad725d69159ac8c27b3bf","6419aa88c17f2fd3af1504ac","Addison can reduce crime by coming together more as a community and rooting out the root causes of the crime in the first place, from improving the standard of living for all residents, to rooting out known bad actors in the community.","2","neither"
