submission_id,age,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,options,prolific_pid,prolific_session_id,prolific_study_id,qud,question,rating,response,responseTime,task
5056,22,"I wish there was a little more information. I would like to know what the state of the city is in terms of their law enforcement policies, because if they are not what I assumed they are then my answer might have been different.",Graduated College,215673,1675354807214,1675354591541,male,"virus, long vignette",English,,5d439ca0e2051e0001a2499c,63dbe1d7515e337ed908d73a,63dbcb938be3d3d1cb0dacfc,,,,6,4671,reliability
5056,22,"I wish there was a little more information. I would like to know what the state of the city is in terms of their law enforcement policies, because if they are not what I assumed they are then my answer might have been different.",Graduated College,215673,1675354807214,1675354591541,male,"virus, long vignette",English,,5d439ca0e2051e0001a2499c,63dbe1d7515e337ed908d73a,63dbcb938be3d3d1cb0dacfc,,,,neither,2480,affiliation
5060,38,,Graduated High-school,75819,1675354869758,1675354793939,female,"beast, short vignette",English,,60f942bbd779c8d0f7cc3a99,63dbe2a20dbcb67271945d09,63dbcb938be3d3d1cb0dacfc,,,,"Addison needs to look into why there was as increase in crime rate, so they can figure out how to properly deal with it.",44710,solution
5060,38,,Graduated High-school,75819,1675354869758,1675354793939,female,"beast, short vignette",English,,60f942bbd779c8d0f7cc3a99,63dbe2a20dbcb67271945d09,63dbcb938be3d3d1cb0dacfc,,,,6,3884,reliability
5060,38,,Graduated High-school,75819,1675354869758,1675354793939,female,"beast, short vignette",English,,60f942bbd779c8d0f7cc3a99,63dbe2a20dbcb67271945d09,63dbcb938be3d3d1cb0dacfc,,,,neither,7141,affiliation
5031,40,,Graduated High-school,159644,1675351643829,1675351484185,male,"virus, long vignette",,,6317b390defb3106c95d346a,63dbd5b4ee7c58b73bad0aad,63dbcb938be3d3d1cb0dacfc,,,,More police,88087,solution
5031,40,,Graduated High-school,159644,1675351643829,1675351484185,male,"virus, long vignette",,,6317b390defb3106c95d346a,63dbd5b4ee7c58b73bad0aad,63dbcb938be3d3d1cb0dacfc,,,,4,21078,reliability
5031,40,,Graduated High-school,159644,1675351643829,1675351484185,male,"virus, long vignette",,,6317b390defb3106c95d346a,63dbd5b4ee7c58b73bad0aad,63dbcb938be3d3d1cb0dacfc,,,,Democrat,9338,affiliation
5052,24,,Higher degree,91103,1675354759276,1675354668173,male,"beast, long vignette",english,,5e8fb6ba9b5ff02b5150ab10,63dbe2288496e246a0b7f5e1,63dbcb938be3d3d1cb0dacfc,,,,"Add cameras, add more nightlights to darker areas and allies, have patrol and undercover patrol out at night, raise the penalty for murder",77551,solution
5052,24,,Higher degree,91103,1675354759276,1675354668173,male,"beast, long vignette",english,,5e8fb6ba9b5ff02b5150ab10,63dbe2288496e246a0b7f5e1,63dbcb938be3d3d1cb0dacfc,,,,5,3111,reliability
5052,24,,Higher degree,91103,1675354759276,1675354668173,male,"beast, long vignette",english,,5e8fb6ba9b5ff02b5150ab10,63dbe2288496e246a0b7f5e1,63dbcb938be3d3d1cb0dacfc,,,,neither,1623,affiliation
5076,37,,Higher degree,58247,1675355174422,1675355116175,male,"beast, long vignette",english,,62b5dfdce07ed3bed9400b38,63dbe3e612f1e8a1a55eefbf,63dbcb938be3d3d1cb0dacfc,,,,evaluate the original causes of crime and seek to provide support services to prevent those root causes,44177,solution
5076,37,,Higher degree,58247,1675355174422,1675355116175,male,"beast, long vignette",english,,62b5dfdce07ed3bed9400b38,63dbe3e612f1e8a1a55eefbf,63dbcb938be3d3d1cb0dacfc,,,,6,3610,reliability
5076,37,,Higher degree,58247,1675355174422,1675355116175,male,"beast, long vignette",english,,62b5dfdce07ed3bed9400b38,63dbe3e612f1e8a1a55eefbf,63dbcb938be3d3d1cb0dacfc,,,,neither,1350,affiliation
5030,35,,Graduated College,115871,1675351611994,1675351496123,female,"virus, long vignette",English,,610462fe9130a29881eeb085,63dbd5c18cc3f319891ec36e,63dbcb938be3d3d1cb0dacfc,,,,"I would first address poverty -- does everyone have adequate housing, employment, food, and healthcare? Then I would address if there is a drug endemic and address it as a public health crisis. ",97436,solution
5030,35,,Graduated College,115871,1675351611994,1675351496123,female,"virus, long vignette",English,,610462fe9130a29881eeb085,63dbd5c18cc3f319891ec36e,63dbcb938be3d3d1cb0dacfc,,,,4,3282,reliability
5030,35,,Graduated College,115871,1675351611994,1675351496123,female,"virus, long vignette",English,,610462fe9130a29881eeb085,63dbd5c18cc3f319891ec36e,63dbcb938be3d3d1cb0dacfc,,,,neither,2711,affiliation
5035,22,,Graduated High-school,54332,1675354292228,1675354237896,female,"virus, long vignette",English,,60feeb09b7d82ce1c4d2abd0,63dbe075c5c84739e2e88fe0,63dbcb938be3d3d1cb0dacfc,,,,Hire more police and invest in home safety measures,31746,solution
5035,22,,Graduated High-school,54332,1675354292228,1675354237896,female,"virus, long vignette",English,,60feeb09b7d82ce1c4d2abd0,63dbe075c5c84739e2e88fe0,63dbcb938be3d3d1cb0dacfc,,,,5,4108,reliability
5035,22,,Graduated High-school,54332,1675354292228,1675354237896,female,"virus, long vignette",English,,60feeb09b7d82ce1c4d2abd0,63dbe075c5c84739e2e88fe0,63dbcb938be3d3d1cb0dacfc,,,,neither,1676,affiliation
5044,32,,Graduated College,107183,1675354569321,1675354462138,female,"beast, short vignette",English,,5a807a480f1bce000121f918,63dbe158b0d2f36d653f0888,63dbcb938be3d3d1cb0dacfc,,,,"In order to reduce crime in Addison, more police should be hired and start patrolling neighborhoods proactively, a curfew should be put in place, and there should be a crimestopper tip line set up for citizens to report crimes and get rewarded for it.",81539,solution
5044,32,,Graduated College,107183,1675354569321,1675354462138,female,"beast, short vignette",English,,5a807a480f1bce000121f918,63dbe158b0d2f36d653f0888,63dbcb938be3d3d1cb0dacfc,,,,4,2989,reliability
5044,32,,Graduated College,107183,1675354569321,1675354462138,female,"beast, short vignette",English,,5a807a480f1bce000121f918,63dbe158b0d2f36d653f0888,63dbcb938be3d3d1cb0dacfc,,,,neither,2144,affiliation
5045,44,,Graduated High-school,155359,1675354574868,1675354419509,male,"beast, long vignette",English ,,5c492c7167b61b000190bfe8,63dbe1044c4e60d752971e50,63dbcb938be3d3d1cb0dacfc,,,,Better gun laws. And better training for the cops. Maybe some community programs to help with things that might lead to crime,107072,solution
5045,44,,Graduated High-school,155359,1675354574868,1675354419509,male,"beast, long vignette",English ,,5c492c7167b61b000190bfe8,63dbe1044c4e60d752971e50,63dbcb938be3d3d1cb0dacfc,,,,7,6234,reliability
5045,44,,Graduated High-school,155359,1675354574868,1675354419509,male,"beast, long vignette",English ,,5c492c7167b61b000190bfe8,63dbe1044c4e60d752971e50,63dbcb938be3d3d1cb0dacfc,,,,neither,2844,affiliation
5053,45,,Higher degree,77963,1675354772630,1675354694667,male,"beast, short vignette",English,,62fcdbdd2bc88e5f058ca548,63dbe23ecfffe667f2e1e6e9,63dbcb938be3d3d1cb0dacfc,,,,"An important first step is for Addison to analyze the trends of crime and make the public know about them, then take steps to address them specifically. ",62474,solution
5053,45,,Higher degree,77963,1675354772630,1675354694667,male,"beast, short vignette",English,,62fcdbdd2bc88e5f058ca548,63dbe23ecfffe667f2e1e6e9,63dbcb938be3d3d1cb0dacfc,,,,2,3056,reliability
5053,45,,Higher degree,77963,1675354772630,1675354694667,male,"beast, short vignette",English,,62fcdbdd2bc88e5f058ca548,63dbe23ecfffe667f2e1e6e9,63dbcb938be3d3d1cb0dacfc,,,,Democrat,1226,affiliation
5059,45,none,Graduated College,188469,1675354861017,1675354672548,female,"beast, short vignette",English,,5dcc16268499c58a3ea459c2,63dbe2245875b1f6cae1e6cb,63dbcb938be3d3d1cb0dacfc,,,,Address the cause of the rise in crime. Has there been an increase in poverty or a rise in drug addiction? Do children and young adults need healthy activities to keep them out of trouble? The first step in solving the increase in crime is to find out what is driving it? ,124175,solution
5059,45,none,Graduated College,188469,1675354861017,1675354672548,female,"beast, short vignette",English,,5dcc16268499c58a3ea459c2,63dbe2245875b1f6cae1e6cb,63dbcb938be3d3d1cb0dacfc,,,,5,7794,reliability
5059,45,none,Graduated College,188469,1675354861017,1675354672548,female,"beast, short vignette",English,,5dcc16268499c58a3ea459c2,63dbe2245875b1f6cae1e6cb,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2465,affiliation
5061,23,,Graduated College,69974,1675354908690,1675354838716,male,"virus, long vignette",English,,603f31444049ae098abb8bf7,63dbe2c824ef3262eb134174,63dbcb938be3d3d1cb0dacfc,,,,Have some stricter laws regulating crime / Have a police force more capable to tackle this issue.,52268,solution
5061,23,,Graduated College,69974,1675354908690,1675354838716,male,"virus, long vignette",English,,603f31444049ae098abb8bf7,63dbe2c824ef3262eb134174,63dbcb938be3d3d1cb0dacfc,,,,5,3105,reliability
5061,23,,Graduated College,69974,1675354908690,1675354838716,male,"virus, long vignette",English,,603f31444049ae098abb8bf7,63dbe2c824ef3262eb134174,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2073,affiliation
5023,24,,Graduated College,139808,1675349651232,1675349511424,female,"virus, long vignette",English ,,60fce66ff77653f4d901411a,63dbcdfa4ea426d947f87adf,63dbcb938be3d3d1cb0dacfc,,,,get more police ,94653,solution
5023,24,,Graduated College,139808,1675349651232,1675349511424,female,"virus, long vignette",English ,,60fce66ff77653f4d901411a,63dbcdfa4ea426d947f87adf,63dbcb938be3d3d1cb0dacfc,,,,4,5829,reliability
5023,24,,Graduated College,139808,1675349651232,1675349511424,female,"virus, long vignette",English ,,60fce66ff77653f4d901411a,63dbcdfa4ea426d947f87adf,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2087,affiliation
5025,22,,Graduated High-school,82102,1675350684081,1675350601979,female,"beast, long vignette",English,,611c4857043a69d19285aaa1,63dbd245f1cd42ed5c43d1b6,63dbcb938be3d3d1cb0dacfc,,,,"Addison needs to put preventative measures in place, starting at a young age because young adolescents are very impressionable during developmental stages. ",63303,solution
5025,22,,Graduated High-school,82102,1675350684081,1675350601979,female,"beast, long vignette",English,,611c4857043a69d19285aaa1,63dbd245f1cd42ed5c43d1b6,63dbcb938be3d3d1cb0dacfc,,,,2,3613,reliability
5025,22,,Graduated High-school,82102,1675350684081,1675350601979,female,"beast, long vignette",English,,611c4857043a69d19285aaa1,63dbd245f1cd42ed5c43d1b6,63dbcb938be3d3d1cb0dacfc,,,,Republican,1287,affiliation
5039,46,,Graduated High-school,112337,1675354449426,1675354337089,male,"beast, long vignette",English,,5c38def3f451bf0001d9c01e,63dbe0cd300515cb9ba2f6da,63dbcb938be3d3d1cb0dacfc,,,,Increase police and enforce stricter penalties for crimes,57262,solution
5039,46,,Graduated High-school,112337,1675354449426,1675354337089,male,"beast, long vignette",English,,5c38def3f451bf0001d9c01e,63dbe0cd300515cb9ba2f6da,63dbcb938be3d3d1cb0dacfc,,,,6,4968,reliability
5039,46,,Graduated High-school,112337,1675354449426,1675354337089,male,"beast, long vignette",English,,5c38def3f451bf0001d9c01e,63dbe0cd300515cb9ba2f6da,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2307,affiliation
5055,52,,Graduated College,107070,1675354806485,1675354699415,female,"beast, long vignette",English,,5b4532ccc623ed00013d2a41,63dbe243e1dddac0a58294ba,63dbcb938be3d3d1cb0dacfc,,,,Increase jobs,47778,solution
5055,52,,Graduated College,107070,1675354806485,1675354699415,female,"beast, long vignette",English,,5b4532ccc623ed00013d2a41,63dbe243e1dddac0a58294ba,63dbcb938be3d3d1cb0dacfc,,,,5,4893,reliability
5055,52,,Graduated College,107070,1675354806485,1675354699415,female,"beast, long vignette",English,,5b4532ccc623ed00013d2a41,63dbe243e1dddac0a58294ba,63dbcb938be3d3d1cb0dacfc,,,,neither,4136,affiliation
5024,25,,Graduated High-school,166474,1675350259296,1675350092822,female,"beast, short vignette",english,,56272eeeddff3c0011bcdb7e,63dbd02338279904d33242b5,63dbcb938be3d3d1cb0dacfc,,,,reduce the cops,129692,solution
5024,25,,Graduated High-school,166474,1675350259296,1675350092822,female,"beast, short vignette",english,,56272eeeddff3c0011bcdb7e,63dbd02338279904d33242b5,63dbcb938be3d3d1cb0dacfc,,,,5,9864,reliability
5024,25,,Graduated High-school,166474,1675350259296,1675350092822,female,"beast, short vignette",english,,56272eeeddff3c0011bcdb7e,63dbd02338279904d33242b5,63dbcb938be3d3d1cb0dacfc,,,,neither,2839,affiliation
5027,42,no,Higher degree,172477,1675351142167,1675350969690,female,"virus, short vignette",English,,5ec6364ae4faec00095f0f1e,63dbd3a78c9f7bda564e3986,63dbcb938be3d3d1cb0dacfc,,,,prevent infection,102424,solution
5027,42,no,Higher degree,172477,1675351142167,1675350969690,female,"virus, short vignette",English,,5ec6364ae4faec00095f0f1e,63dbd3a78c9f7bda564e3986,63dbcb938be3d3d1cb0dacfc,,,,5,9328,reliability
5027,42,no,Higher degree,172477,1675351142167,1675350969690,female,"virus, short vignette",English,,5ec6364ae4faec00095f0f1e,63dbd3a78c9f7bda564e3986,63dbcb938be3d3d1cb0dacfc,,,,neither,3676,affiliation
5029,53,,Graduated College,87394,1675351404701,1675351317307,male,"virus, long vignette",English,,63d00077cc15749d84f2a41f,63dbd506e5e5db0684a4d84f,63dbcb938be3d3d1cb0dacfc,,,,Sentence crminals,51496,solution
5029,53,,Graduated College,87394,1675351404701,1675351317307,male,"virus, long vignette",English,,63d00077cc15749d84f2a41f,63dbd506e5e5db0684a4d84f,63dbcb938be3d3d1cb0dacfc,,,,6,4318,reliability
5029,53,,Graduated College,87394,1675351404701,1675351317307,male,"virus, long vignette",English,,63d00077cc15749d84f2a41f,63dbd506e5e5db0684a4d84f,63dbcb938be3d3d1cb0dacfc,,,,Democrat,3256,affiliation
5042,,,,8621,1675354506625,1675354498004,,"virus, long vignette",,,5a93148c89de8200013eb792,63dbe1016cece562143242d3,63dbcb938be3d3d1cb0dacfc,,,,aaaaa d,2746,solution
5042,,,,8621,1675354506625,1675354498004,,"virus, long vignette",,,5a93148c89de8200013eb792,63dbe1016cece562143242d3,63dbcb938be3d3d1cb0dacfc,,,,1,2375,reliability
5042,,,,8621,1675354506625,1675354498004,,"virus, long vignette",,,5a93148c89de8200013eb792,63dbe1016cece562143242d3,63dbcb938be3d3d1cb0dacfc,,,,neither,1125,affiliation
5046,39,,Graduated College,257748,1675354576102,1675354318354,male,"virus, short vignette","English, Vietnamese",,631b67a3f82c28fb8ac2ac35,63dbe0c5ce51f5f9c7a1029e,63dbcb938be3d3d1cb0dacfc,,,,This is a complicated question because it doesn't address what crimes are being committed. Is there an increased drug problem? Is the gang situation increasing? It's easy to say that an increased police presence would be helpful -- and it would -- but it's a bandage to the overall problem.,226534,solution
5046,39,,Graduated College,257748,1675354576102,1675354318354,male,"virus, short vignette","English, Vietnamese",,631b67a3f82c28fb8ac2ac35,63dbe0c5ce51f5f9c7a1029e,63dbcb938be3d3d1cb0dacfc,,,,5,4081,reliability
5046,39,,Graduated College,257748,1675354576102,1675354318354,male,"virus, short vignette","English, Vietnamese",,631b67a3f82c28fb8ac2ac35,63dbe0c5ce51f5f9c7a1029e,63dbcb938be3d3d1cb0dacfc,,,,neither,3084,affiliation
5028,27,,Higher degree,305150,1675351182519,1675350877369,female,"beast, long vignette",English,,610ed6edfc47a78d7e9888b5,63dbd3558a75ad67eae03634,63dbcb938be3d3d1cb0dacfc,,,,"Addison must focus on eliminating the material conditions that lead to crime. Focusing on poverty elimination through education, jobs guarantees, wage increases, community outreach projects, and guaranteed housing will eliminate the prevalence of most crimes. Providing free mental health care will help reduce crime even further. Focusing criminal justice on restorative and rehabilitative justice rather than retributive justice will all but entirely eliminate crime.",284638,solution
5028,27,,Higher degree,305150,1675351182519,1675350877369,female,"beast, long vignette",English,,610ed6edfc47a78d7e9888b5,63dbd3558a75ad67eae03634,63dbcb938be3d3d1cb0dacfc,,,,6,3236,reliability
5028,27,,Higher degree,305150,1675351182519,1675350877369,female,"beast, long vignette",English,,610ed6edfc47a78d7e9888b5,63dbd3558a75ad67eae03634,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2333,affiliation
5032,26,,Graduated High-school,107215,1675351775541,1675351668326,female,"beast, long vignette",,,63b6bfeb8410e306b64c4fa7,63dbd634a35163002ed9ac6f,63dbcb938be3d3d1cb0dacfc,,,,"I'm sure adequate jail or prison time, appropriate bail bonds or no bail bonds would possibly prevent more serious crimes from happening. I think the way the city looks and whether or not it's taken care of has a good contribution to crime rates.",92049,solution
5032,26,,Graduated High-school,107215,1675351775541,1675351668326,female,"beast, long vignette",,,63b6bfeb8410e306b64c4fa7,63dbd634a35163002ed9ac6f,63dbcb938be3d3d1cb0dacfc,,,,5,4552,reliability
5032,26,,Graduated High-school,107215,1675351775541,1675351668326,female,"beast, long vignette",,,63b6bfeb8410e306b64c4fa7,63dbd634a35163002ed9ac6f,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2302,affiliation
5034,22,,Graduated High-school,86099,1675354263672,1675354177573,female,"virus, short vignette",English,,5ffb7853d241011df298d247,63dbe03dbf81aeb0a6a102ce,63dbcb938be3d3d1cb0dacfc,,,,Addison needs to crack down on criminals and patrol the streets more often to look for suspicious behavior,59854,solution
5034,22,,Graduated High-school,86099,1675354263672,1675354177573,female,"virus, short vignette",English,,5ffb7853d241011df298d247,63dbe03dbf81aeb0a6a102ce,63dbcb938be3d3d1cb0dacfc,,,,6,4396,reliability
5034,22,,Graduated High-school,86099,1675354263672,1675354177573,female,"virus, short vignette",English,,5ffb7853d241011df298d247,63dbe03dbf81aeb0a6a102ce,63dbcb938be3d3d1cb0dacfc,,,,Republican,1432,affiliation
5036,24,,Graduated College,62465,1675354325698,1675354263233,other,"virus, short vignette",English,,60ff4ce700aa0457fadbc736,63dbe08f9cf1b1ef72062f6d,63dbcb938be3d3d1cb0dacfc,,,,"Addison needs more social workers, mental health facilities, and resources to help the community",40686,solution
5036,24,,Graduated College,62465,1675354325698,1675354263233,other,"virus, short vignette",English,,60ff4ce700aa0457fadbc736,63dbe08f9cf1b1ef72062f6d,63dbcb938be3d3d1cb0dacfc,,,,3,3566,reliability
5036,24,,Graduated College,62465,1675354325698,1675354263233,other,"virus, short vignette",English,,60ff4ce700aa0457fadbc736,63dbe08f9cf1b1ef72062f6d,63dbcb938be3d3d1cb0dacfc,,,,Democrat,1817,affiliation
5033,32,none,Higher degree,49422,1675354252664,1675354203242,female,"beast, short vignette",English,,5f77b0c71436cf1d275d79d0,63dbe055ee6a749081e933c8,63dbcb938be3d3d1cb0dacfc,,,,Addison needs to put cameras up to deter and catch criminals,25680,solution
5033,32,none,Higher degree,49422,1675354252664,1675354203242,female,"beast, short vignette",English,,5f77b0c71436cf1d275d79d0,63dbe055ee6a749081e933c8,63dbcb938be3d3d1cb0dacfc,,,,6,4067,reliability
5033,32,none,Higher degree,49422,1675354252664,1675354203242,female,"beast, short vignette",English,,5f77b0c71436cf1d275d79d0,63dbe055ee6a749081e933c8,63dbcb938be3d3d1cb0dacfc,,,,rather not say,4224,affiliation
5072,50,Thanks for allowing me to participate! Have a great day!,Graduated High-school,111629,1675355088769,1675354977140,male,"virus, short vignette",English,,6278856ed61afb01f6e4d0ac,63dbe35821e2c96485971e55,63dbcb938be3d3d1cb0dacfc,,,,Stiffer penalties for crimes. Faster court systems so a crook can’t stay on the street for years while dragging out a jury trial. More cops but they would need body cams to make sure they are acting like a good cop should. ,78567,solution
5072,50,Thanks for allowing me to participate! Have a great day!,Graduated High-school,111629,1675355088769,1675354977140,male,"virus, short vignette",English,,6278856ed61afb01f6e4d0ac,63dbe35821e2c96485971e55,63dbcb938be3d3d1cb0dacfc,,,,4,7807,reliability
5072,50,Thanks for allowing me to participate! Have a great day!,Graduated High-school,111629,1675355088769,1675354977140,male,"virus, short vignette",English,,6278856ed61afb01f6e4d0ac,63dbe35821e2c96485971e55,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2470,affiliation
5078,44,good luck with your research! ,Higher degree,91375,1675355374069,1675355282694,male,"virus, short vignette",english,,63cff43985317bac287a325f,63dbe3d20d0a9ed11b60a174,63dbcb938be3d3d1cb0dacfc,,,,"Well, without knowing anything else, I'd say they need to get to the root of the problem. Drugs? Understaffed police force? Do they need better education? It's hard to say what they need to do without knowing anything else. One thing I won't do is just blindly hand the police more money... ",67608,solution
5078,44,good luck with your research! ,Higher degree,91375,1675355374069,1675355282694,male,"virus, short vignette",english,,63cff43985317bac287a325f,63dbe3d20d0a9ed11b60a174,63dbcb938be3d3d1cb0dacfc,,,,6,3718,reliability
5078,44,good luck with your research! ,Higher degree,91375,1675355374069,1675355282694,male,"virus, short vignette",english,,63cff43985317bac287a325f,63dbe3d20d0a9ed11b60a174,63dbcb938be3d3d1cb0dacfc,,,,Democrat,1575,affiliation
5079,33,Interesting study!,Graduated College,124869,1675355193772,1675355068903,female,"virus, long vignette",English,,5d48652e983b1e0019576359,63dbe3b1e3138bf2802b2a30,63dbcb938be3d3d1cb0dacfc,,,,"Addison needs to offer a gun buyback program, encourage neighborhood watch programs, hold frequent town halls to hear about concerns directly from constituents, and empower their police force with deescalation training.",98087,solution
5079,33,Interesting study!,Graduated College,124869,1675355193772,1675355068903,female,"virus, long vignette",English,,5d48652e983b1e0019576359,63dbe3b1e3138bf2802b2a30,63dbcb938be3d3d1cb0dacfc,,,,6,4010,reliability
5079,33,Interesting study!,Graduated College,124869,1675355193772,1675355068903,female,"virus, long vignette",English,,5d48652e983b1e0019576359,63dbe3b1e3138bf2802b2a30,63dbcb938be3d3d1cb0dacfc,,,,Democrat,1807,affiliation
5037,21,none,Graduated High-school,42662,1675354350712,1675354308050,male,"virus, short vignette",English,,5f05056acc8d327f2948bbc0,63dbe0bd63fc17f6961f210d,63dbcb938be3d3d1cb0dacfc,,,,"Address problems that drive crime like homelessness, addiction, and unemployment. ",25161,solution
5037,21,none,Graduated High-school,42662,1675354350712,1675354308050,male,"virus, short vignette",English,,5f05056acc8d327f2948bbc0,63dbe0bd63fc17f6961f210d,63dbcb938be3d3d1cb0dacfc,,,,6,2954,reliability
5037,21,none,Graduated High-school,42662,1675354350712,1675354308050,male,"virus, short vignette",English,,5f05056acc8d327f2948bbc0,63dbe0bd63fc17f6961f210d,63dbcb938be3d3d1cb0dacfc,,,,Democrat,1642,affiliation
5048,52,,Graduated College,118516,1675354603462,1675354484946,female,"virus, short vignette",English,,61506c47ba993182b68a73d6,63dbe16ef575d90a4e1f20d5,63dbcb938be3d3d1cb0dacfc,,,,"Analyze the data from the crimes, determine triggers and address them.",89272,solution
5048,52,,Graduated College,118516,1675354603462,1675354484946,female,"virus, short vignette",English,,61506c47ba993182b68a73d6,63dbe16ef575d90a4e1f20d5,63dbcb938be3d3d1cb0dacfc,,,,4,6180,reliability
5048,52,,Graduated College,118516,1675354603462,1675354484946,female,"virus, short vignette",English,,61506c47ba993182b68a73d6,63dbe16ef575d90a4e1f20d5,63dbcb938be3d3d1cb0dacfc,,,,Democrat,1965,affiliation
5051,37,,Graduated High-school,166566,1675354733090,1675354566524,male,"virus, short vignette",English,,5d094021c79e5a001a796b43,63dbe1d0a7888e6fe9971ec7,63dbcb938be3d3d1cb0dacfc,,,,Enforce the law and allow the police to be better funded.,31548,solution
5051,37,,Graduated High-school,166566,1675354733090,1675354566524,male,"virus, short vignette",English,,5d094021c79e5a001a796b43,63dbe1d0a7888e6fe9971ec7,63dbcb938be3d3d1cb0dacfc,,,,6,4915,reliability
5051,37,,Graduated High-school,166566,1675354733090,1675354566524,male,"virus, short vignette",English,,5d094021c79e5a001a796b43,63dbe1d0a7888e6fe9971ec7,63dbcb938be3d3d1cb0dacfc,,,,Republican,60485,affiliation
5058,36,,Graduated College,123535,1675354841168,1675354717633,male,"beast, long vignette",English,,63b7146bc4ccc588c8de26bd,63dbe25cf360c07d7e3921aa,63dbcb938be3d3d1cb0dacfc,,,,"think through the policing approach, alongside create foundation programs of social and economic developmental work to assist the peoples most likely to commit crime to offer alternatives",94037,solution
5058,36,,Graduated College,123535,1675354841168,1675354717633,male,"beast, long vignette",English,,63b7146bc4ccc588c8de26bd,63dbe25cf360c07d7e3921aa,63dbcb938be3d3d1cb0dacfc,,,,5,6813,reliability
5058,36,,Graduated College,123535,1675354841168,1675354717633,male,"beast, long vignette",English,,63b7146bc4ccc588c8de26bd,63dbe25cf360c07d7e3921aa,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2183,affiliation
5038,63,,Graduated High-school,245547,1675354434155,1675354188608,female,"beast, long vignette",English,,62c63c653a49b220cb390bdb,63dbe04529886d6abd7269fc,63dbcb938be3d3d1cb0dacfc,,,,"Increase wages and monitor what their people are watching on social media, and what they are listening to in their music, this is the problem to my opinion to a lot of why the violent crime is rising",189082,solution
5038,63,,Graduated High-school,245547,1675354434155,1675354188608,female,"beast, long vignette",English,,62c63c653a49b220cb390bdb,63dbe04529886d6abd7269fc,63dbcb938be3d3d1cb0dacfc,,,,7,8228,reliability
5038,63,,Graduated High-school,245547,1675354434155,1675354188608,female,"beast, long vignette",English,,62c63c653a49b220cb390bdb,63dbe04529886d6abd7269fc,63dbcb938be3d3d1cb0dacfc,,,,neither,4851,affiliation
5040,35,,Graduated High-school,95401,1675354448795,1675354353394,female,"beast, long vignette",English,,61114f1eeb040da68ff70296,63dbe0e90523bdafdc5baecc,63dbcb938be3d3d1cb0dacfc,,,,Addison needs to address the community. Add police and detectives to the police force. They should be from the community and knowledgeable of the situation and the reason for the rise in crime.,58912,solution
5040,35,,Graduated High-school,95401,1675354448795,1675354353394,female,"beast, long vignette",English,,61114f1eeb040da68ff70296,63dbe0e90523bdafdc5baecc,63dbcb938be3d3d1cb0dacfc,,,,6,3348,reliability
5040,35,,Graduated High-school,95401,1675354448795,1675354353394,female,"beast, long vignette",English,,61114f1eeb040da68ff70296,63dbe0e90523bdafdc5baecc,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2388,affiliation
5043,36,,Graduated High-school,123829,1675354547328,1675354423499,female,"virus, short vignette",English,,5b05b377c5a71f0001d01769,63dbe132fc30e2546b368654,63dbcb938be3d3d1cb0dacfc,,,,"Addison can reduce crime by maintaining existing and adding new social welfare programs such as free or reduced childcare, increasing social safety nets, increasing funding spent on food stamps, WIC, etc. ",92795,solution
5043,36,,Graduated High-school,123829,1675354547328,1675354423499,female,"virus, short vignette",English,,5b05b377c5a71f0001d01769,63dbe132fc30e2546b368654,63dbcb938be3d3d1cb0dacfc,,,,7,6868,reliability
5043,36,,Graduated High-school,123829,1675354547328,1675354423499,female,"virus, short vignette",English,,5b05b377c5a71f0001d01769,63dbe132fc30e2546b368654,63dbcb938be3d3d1cb0dacfc,,,,Democrat,2327,affiliation
5047,29,none at the moment,Graduated College,98167,1675354583138,1675354484971,male,"beast, long vignette",English,,5eeb6aa862000a2d06e1b885,63dbe14a8991ceb1eb1e4e5c,63dbcb938be3d3d1cb0dacfc,,,,Addison needs to increase police foot patrols around the city to deter opportunistic crime.  They additionally need to provide resources for the less fortunate so that they do not have to turn towards crime to make ends meet.,73439,solution
5047,29,none at the moment,Graduated College,98167,1675354583138,1675354484971,male,"beast, long vignette",English,,5eeb6aa862000a2d06e1b885,63dbe14a8991ceb1eb1e4e5c,63dbcb938be3d3d1cb0dacfc,,,,7,2725,reliability
5047,29,none at the moment,Graduated College,98167,1675354583138,1675354484971,male,"beast, long vignette",English,,5eeb6aa862000a2d06e1b885,63dbe14a8991ceb1eb1e4e5c,63dbcb938be3d3d1cb0dacfc,,,,neither,2028,affiliation
5041,21,,Graduated High-school,106743,1675354478239,1675354371496,male,"virus, long vignette",English,,5a93148c89de8200013eb792,63dbe1016cece562143242d3,63dbcb938be3d3d1cb0dacfc,,,,Look into what crimes are happening and check on the welfare of the people of Addison. Is quality of living going down? What are the motives for the crimes taking place?,90538,solution
